Major Group Code,Major Group Title,Major Group Description,Sub-Major Group Code,Sub-Major Group Title,Sub-Major Group Description,Minor Group Code,Minor Group Title,Minor Group Description,Unit Group Code,Unit Group Title,Unit Group Description,Occupation Code,Occupation Title
1,"Membri   ai   corpului   legislativ,   ai   executivului,   înalţi   conducători   ai administraţiei publice, conducători şi funcţionari superiori","Membrii  corpului  legislativ,  ai  executivului,  înalţii  conducători  ai  administraţiei publice,  conducătorii  şi  funcţionarii superiori  din  unităţile  economico-sociale  şi politice  planifică,  conduc,  coordonează  şi  evaluează  activităţile  generale  ale întreprinderilor,  guvernelor  şi  ale  altor  organizaţii  sau  unităţi  organizaţionale  în cadrul acestora şi de asemenea formulează şi revizuiesc politicile, legile, regulile şi reglementările în vigoare.",11,"Legislatori,  membri  ai  executivului  şi  înalţi  conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice formulează  şi  revizuiesc  politicile  şi  planifică,  coordonează  direct  şi  evaluează activităţile   generale   ale   autorităţilor   (instituţiilor),   guvernelor   şi  ale  altor organizaţii, cu sprijinul altor manageri/administratori.",111,"Legislatori,  membri  ai  executivului  şi  înalţi conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice stabilesc,   formulează,   recomandă   şi   coordonează   implementarea   politicilor naţionale, regionale sau locale ale Guvernului ori ale comunităţilor precum şi ale organizaţiilor specializate. Aceştia determină, ratifică, modifică sau abrogă legile, regulile  publice  şi  reglementările  şi  planifică,  organizează,  coordonează  direct  şi evaluează activităţile  generale  ale  departamentelor  şi  agenţiilor  guvernamentale, comunităţilor tradiţionale şi ale organizaţiilor specializate.",1111,"Legislatori, membri ai executivului","Legislatorii  şi  membrii  executivului  stabilesc,  formulează  şi  coordonează  direct implementarea  politicilor  naţionale,  regionale  sau  locale  ale  Guvernului  şi  ale agenţiilor  guvernamentale  internaţionale  şi  determină,  ratifică,  modifică  sau abrogă legile, regulile şi reglementările publice. Dintre aceştia fac parte membrii aleşi sau nealeşi ai parlamentelor, consiliilor şi guvernelor.",111101,adjunct al procurorului general
1,"Membri   ai   corpului   legislativ,   ai   executivului,   înalţi   conducători   ai administraţiei publice, conducători şi funcţionari superiori","Membrii  corpului  legislativ,  ai  executivului,  înalţii  conducători  ai  administraţiei publice,  conducătorii  şi  funcţionarii superiori  din  unităţile  economico-sociale  şi politice  planifică,  conduc,  coordonează  şi  evaluează  activităţile  generale  ale întreprinderilor,  guvernelor  şi  ale  altor  organizaţii  sau  unităţi  organizaţionale  în cadrul acestora şi de asemenea formulează şi revizuiesc politicile, legile, regulile şi reglementările în vigoare.",11,"Legislatori,  membri  ai  executivului  şi  înalţi  conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice formulează  şi  revizuiesc  politicile  şi  planifică,  coordonează  direct  şi  evaluează activităţile   generale   ale   autorităţilor   (instituţiilor),   guvernelor   şi  ale  altor organizaţii, cu sprijinul altor manageri/administratori.",111,"Legislatori,  membri  ai  executivului  şi  înalţi conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice stabilesc,   formulează,   recomandă   şi   coordonează   implementarea   politicilor naţionale, regionale sau locale ale Guvernului ori ale comunităţilor precum şi ale organizaţiilor specializate. Aceştia determină, ratifică, modifică sau abrogă legile, regulile  publice  şi  reglementările  şi  planifică,  organizează,  coordonează  direct  şi evaluează activităţile  generale  ale  departamentelor  şi  agenţiilor  guvernamentale, comunităţilor tradiţionale şi ale organizaţiilor specializate.",1111,"Legislatori, membri ai executivului","Legislatorii  şi  membrii  executivului  stabilesc,  formulează  şi  coordonează  direct implementarea  politicilor  naţionale,  regionale  sau  locale  ale  Guvernului  şi  ale agenţiilor  guvernamentale  internaţionale  şi  determină,  ratifică,  modifică  sau abrogă legile, regulile şi reglementările publice. Dintre aceştia fac parte membrii aleşi sau nealeşi ai parlamentelor, consiliilor şi guvernelor.",111102,ambasador
1,"Membri   ai   corpului   legislativ,   ai   executivului,   înalţi   conducători   ai administraţiei publice, conducători şi funcţionari superiori","Membrii  corpului  legislativ,  ai  executivului,  înalţii  conducători  ai  administraţiei publice,  conducătorii  şi  funcţionarii superiori  din  unităţile  economico-sociale  şi politice  planifică,  conduc,  coordonează  şi  evaluează  activităţile  generale  ale întreprinderilor,  guvernelor  şi  ale  altor  organizaţii  sau  unităţi  organizaţionale  în cadrul acestora şi de asemenea formulează şi revizuiesc politicile, legile, regulile şi reglementările în vigoare.",11,"Legislatori,  membri  ai  executivului  şi  înalţi  conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice formulează  şi  revizuiesc  politicile  şi  planifică,  coordonează  direct  şi  evaluează activităţile   generale   ale   autorităţilor   (instituţiilor),   guvernelor   şi  ale  altor organizaţii, cu sprijinul altor manageri/administratori.",111,"Legislatori,  membri  ai  executivului  şi  înalţi conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice stabilesc,   formulează,   recomandă   şi   coordonează   implementarea   politicilor naţionale, regionale sau locale ale Guvernului ori ale comunităţilor precum şi ale organizaţiilor specializate. Aceştia determină, ratifică, modifică sau abrogă legile, regulile  publice  şi  reglementările  şi  planifică,  organizează,  coordonează  direct  şi evaluează activităţile  generale  ale  departamentelor  şi  agenţiilor  guvernamentale, comunităţilor tradiţionale şi ale organizaţiilor specializate.",1111,"Legislatori, membri ai executivului","Legislatorii  şi  membrii  executivului  stabilesc,  formulează  şi  coordonează  direct implementarea  politicilor  naţionale,  regionale  sau  locale  ale  Guvernului  şi  ale agenţiilor  guvernamentale  internaţionale  şi  determină,  ratifică,  modifică  sau abrogă legile, regulile şi reglementările publice. Dintre aceştia fac parte membrii aleşi sau nealeşi ai parlamentelor, consiliilor şi guvernelor.",111103,chestor Parlament
1,"Membri   ai   corpului   legislativ,   ai   executivului,   înalţi   conducători   ai administraţiei publice, conducători şi funcţionari superiori","Membrii  corpului  legislativ,  ai  executivului,  înalţii  conducători  ai  administraţiei publice,  conducătorii  şi  funcţionarii superiori  din  unităţile  economico-sociale  şi politice  planifică,  conduc,  coordonează  şi  evaluează  activităţile  generale  ale întreprinderilor,  guvernelor  şi  ale  altor  organizaţii  sau  unităţi  organizaţionale  în cadrul acestora şi de asemenea formulează şi revizuiesc politicile, legile, regulile şi reglementările în vigoare.",11,"Legislatori,  membri  ai  executivului  şi  înalţi  conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice formulează  şi  revizuiesc  politicile  şi  planifică,  coordonează  direct  şi  evaluează activităţile   generale   ale   autorităţilor   (instituţiilor),   guvernelor   şi  ale  altor organizaţii, cu sprijinul altor manageri/administratori.",111,"Legislatori,  membri  ai  executivului  şi  înalţi conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice stabilesc,   formulează,   recomandă   şi   coordonează   implementarea   politicilor naţionale, regionale sau locale ale Guvernului ori ale comunităţilor precum şi ale organizaţiilor specializate. Aceştia determină, ratifică, modifică sau abrogă legile, regulile  publice  şi  reglementările  şi  planifică,  organizează,  coordonează  direct  şi evaluează activităţile  generale  ale  departamentelor  şi  agenţiilor  guvernamentale, comunităţilor tradiţionale şi ale organizaţiilor specializate.",1111,"Legislatori, membri ai executivului","Legislatorii  şi  membrii  executivului  stabilesc,  formulează  şi  coordonează  direct implementarea  politicilor  naţionale,  regionale  sau  locale  ale  Guvernului  şi  ale agenţiilor  guvernamentale  internaţionale  şi  determină,  ratifică,  modifică  sau abrogă legile, regulile şi reglementările publice. Dintre aceştia fac parte membrii aleşi sau nealeşi ai parlamentelor, consiliilor şi guvernelor.",111104,comandant unic aviaţie
1,"Membri   ai   corpului   legislativ,   ai   executivului,   înalţi   conducători   ai administraţiei publice, conducători şi funcţionari superiori","Membrii  corpului  legislativ,  ai  executivului,  înalţii  conducători  ai  administraţiei publice,  conducătorii  şi  funcţionarii superiori  din  unităţile  economico-sociale  şi politice  planifică,  conduc,  coordonează  şi  evaluează  activităţile  generale  ale întreprinderilor,  guvernelor  şi  ale  altor  organizaţii  sau  unităţi  organizaţionale  în cadrul acestora şi de asemenea formulează şi revizuiesc politicile, legile, regulile şi reglementările în vigoare.",11,"Legislatori,  membri  ai  executivului  şi  înalţi  conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice formulează  şi  revizuiesc  politicile  şi  planifică,  coordonează  direct  şi  evaluează activităţile   generale   ale   autorităţilor   (instituţiilor),   guvernelor   şi  ale  altor organizaţii, cu sprijinul altor manageri/administratori.",111,"Legislatori,  membri  ai  executivului  şi  înalţi conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice stabilesc,   formulează,   recomandă   şi   coordonează   implementarea   politicilor naţionale, regionale sau locale ale Guvernului ori ale comunităţilor precum şi ale organizaţiilor specializate. Aceştia determină, ratifică, modifică sau abrogă legile, regulile  publice  şi  reglementările  şi  planifică,  organizează,  coordonează  direct  şi evaluează activităţile  generale  ale  departamentelor  şi  agenţiilor  guvernamentale, comunităţilor tradiţionale şi ale organizaţiilor specializate.",1111,"Legislatori, membri ai executivului","Legislatorii  şi  membrii  executivului  stabilesc,  formulează  şi  coordonează  direct implementarea  politicilor  naţionale,  regionale  sau  locale  ale  Guvernului  şi  ale agenţiilor  guvernamentale  internaţionale  şi  determină,  ratifică,  modifică  sau abrogă legile, regulile şi reglementările publice. Dintre aceştia fac parte membrii aleşi sau nealeşi ai parlamentelor, consiliilor şi guvernelor.",111105,comisar general
1,"Membri   ai   corpului   legislativ,   ai   executivului,   înalţi   conducători   ai administraţiei publice, conducători şi funcţionari superiori","Membrii  corpului  legislativ,  ai  executivului,  înalţii  conducători  ai  administraţiei publice,  conducătorii  şi  funcţionarii superiori  din  unităţile  economico-sociale  şi politice  planifică,  conduc,  coordonează  şi  evaluează  activităţile  generale  ale întreprinderilor,  guvernelor  şi  ale  altor  organizaţii  sau  unităţi  organizaţionale  în cadrul acestora şi de asemenea formulează şi revizuiesc politicile, legile, regulile şi reglementările în vigoare.",11,"Legislatori,  membri  ai  executivului  şi  înalţi  conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice formulează  şi  revizuiesc  politicile  şi  planifică,  coordonează  direct  şi  evaluează activităţile   generale   ale   autorităţilor   (instituţiilor),   guvernelor   şi  ale  altor organizaţii, cu sprijinul altor manageri/administratori.",111,"Legislatori,  membri  ai  executivului  şi  înalţi conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice stabilesc,   formulează,   recomandă   şi   coordonează   implementarea   politicilor naţionale, regionale sau locale ale Guvernului ori ale comunităţilor precum şi ale organizaţiilor specializate. Aceştia determină, ratifică, modifică sau abrogă legile, regulile  publice  şi  reglementările  şi  planifică,  organizează,  coordonează  direct  şi evaluează activităţile  generale  ale  departamentelor  şi  agenţiilor  guvernamentale, comunităţilor tradiţionale şi ale organizaţiilor specializate.",1111,"Legislatori, membri ai executivului","Legislatorii  şi  membrii  executivului  stabilesc,  formulează  şi  coordonează  direct implementarea  politicilor  naţionale,  regionale  sau  locale  ale  Guvernului  şi  ale agenţiilor  guvernamentale  internaţionale  şi  determină,  ratifică,  modifică  sau abrogă legile, regulile şi reglementările publice. Dintre aceştia fac parte membrii aleşi sau nealeşi ai parlamentelor, consiliilor şi guvernelor.",111106,comisar general adjunct
1,"Membri   ai   corpului   legislativ,   ai   executivului,   înalţi   conducători   ai administraţiei publice, conducători şi funcţionari superiori","Membrii  corpului  legislativ,  ai  executivului,  înalţii  conducători  ai  administraţiei publice,  conducătorii  şi  funcţionarii superiori  din  unităţile  economico-sociale  şi politice  planifică,  conduc,  coordonează  şi  evaluează  activităţile  generale  ale întreprinderilor,  guvernelor  şi  ale  altor  organizaţii  sau  unităţi  organizaţionale  în cadrul acestora şi de asemenea formulează şi revizuiesc politicile, legile, regulile şi reglementările în vigoare.",11,"Legislatori,  membri  ai  executivului  şi  înalţi  conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice formulează  şi  revizuiesc  politicile  şi  planifică,  coordonează  direct  şi  evaluează activităţile   generale   ale   autorităţilor   (instituţiilor),   guvernelor   şi  ale  altor organizaţii, cu sprijinul altor manageri/administratori.",111,"Legislatori,  membri  ai  executivului  şi  înalţi conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice stabilesc,   formulează,   recomandă   şi   coordonează   implementarea   politicilor naţionale, regionale sau locale ale Guvernului ori ale comunităţilor precum şi ale organizaţiilor specializate. Aceştia determină, ratifică, modifică sau abrogă legile, regulile  publice  şi  reglementările  şi  planifică,  organizează,  coordonează  direct  şi evaluează activităţile  generale  ale  departamentelor  şi  agenţiilor  guvernamentale, comunităţilor tradiţionale şi ale organizaţiilor specializate.",1111,"Legislatori, membri ai executivului","Legislatorii  şi  membrii  executivului  stabilesc,  formulează  şi  coordonează  direct implementarea  politicilor  naţionale,  regionale  sau  locale  ale  Guvernului  şi  ale agenţiilor  guvernamentale  internaţionale  şi  determină,  ratifică,  modifică  sau abrogă legile, regulile şi reglementările publice. Dintre aceştia fac parte membrii aleşi sau nealeşi ai parlamentelor, consiliilor şi guvernelor.",111107,senator
1,"Membri   ai   corpului   legislativ,   ai   executivului,   înalţi   conducători   ai administraţiei publice, conducători şi funcţionari superiori","Membrii  corpului  legislativ,  ai  executivului,  înalţii  conducători  ai  administraţiei publice,  conducătorii  şi  funcţionarii superiori  din  unităţile  economico-sociale  şi politice  planifică,  conduc,  coordonează  şi  evaluează  activităţile  generale  ale întreprinderilor,  guvernelor  şi  ale  altor  organizaţii  sau  unităţi  organizaţionale  în cadrul acestora şi de asemenea formulează şi revizuiesc politicile, legile, regulile şi reglementările în vigoare.",11,"Legislatori,  membri  ai  executivului  şi  înalţi  conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice formulează  şi  revizuiesc  politicile  şi  planifică,  coordonează  direct  şi  evaluează activităţile   generale   ale   autorităţilor   (instituţiilor),   guvernelor   şi  ale  altor organizaţii, cu sprijinul altor manageri/administratori.",111,"Legislatori,  membri  ai  executivului  şi  înalţi conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice stabilesc,   formulează,   recomandă   şi   coordonează   implementarea   politicilor naţionale, regionale sau locale ale Guvernului ori ale comunităţilor precum şi ale organizaţiilor specializate. Aceştia determină, ratifică, modifică sau abrogă legile, regulile  publice  şi  reglementările  şi  planifică,  organizează,  coordonează  direct  şi evaluează activităţile  generale  ale  departamentelor  şi  agenţiilor  guvernamentale, comunităţilor tradiţionale şi ale organizaţiilor specializate.",1111,"Legislatori, membri ai executivului","Legislatorii  şi  membrii  executivului  stabilesc,  formulează  şi  coordonează  direct implementarea  politicilor  naţionale,  regionale  sau  locale  ale  Guvernului  şi  ale agenţiilor  guvernamentale  internaţionale  şi  determină,  ratifică,  modifică  sau abrogă legile, regulile şi reglementările publice. Dintre aceştia fac parte membrii aleşi sau nealeşi ai parlamentelor, consiliilor şi guvernelor.",111108,guvernator
1,"Membri   ai   corpului   legislativ,   ai   executivului,   înalţi   conducători   ai administraţiei publice, conducători şi funcţionari superiori","Membrii  corpului  legislativ,  ai  executivului,  înalţii  conducători  ai  administraţiei publice,  conducătorii  şi  funcţionarii superiori  din  unităţile  economico-sociale  şi politice  planifică,  conduc,  coordonează  şi  evaluează  activităţile  generale  ale întreprinderilor,  guvernelor  şi  ale  altor  organizaţii  sau  unităţi  organizaţionale  în cadrul acestora şi de asemenea formulează şi revizuiesc politicile, legile, regulile şi reglementările în vigoare.",11,"Legislatori,  membri  ai  executivului  şi  înalţi  conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice formulează  şi  revizuiesc  politicile  şi  planifică,  coordonează  direct  şi  evaluează activităţile   generale   ale   autorităţilor   (instituţiilor),   guvernelor   şi  ale  altor organizaţii, cu sprijinul altor manageri/administratori.",111,"Legislatori,  membri  ai  executivului  şi  înalţi conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice stabilesc,   formulează,   recomandă   şi   coordonează   implementarea   politicilor naţionale, regionale sau locale ale Guvernului ori ale comunităţilor precum şi ale organizaţiilor specializate. Aceştia determină, ratifică, modifică sau abrogă legile, regulile  publice  şi  reglementările  şi  planifică,  organizează,  coordonează  direct  şi evaluează activităţile  generale  ale  departamentelor  şi  agenţiilor  guvernamentale, comunităţilor tradiţionale şi ale organizaţiilor specializate.",1111,"Legislatori, membri ai executivului","Legislatorii  şi  membrii  executivului  stabilesc,  formulează  şi  coordonează  direct implementarea  politicilor  naţionale,  regionale  sau  locale  ale  Guvernului  şi  ale agenţiilor  guvernamentale  internaţionale  şi  determină,  ratifică,  modifică  sau abrogă legile, regulile şi reglementările publice. Dintre aceştia fac parte membrii aleşi sau nealeşi ai parlamentelor, consiliilor şi guvernelor.",111109,preşedinte Academie
1,"Membri   ai   corpului   legislativ,   ai   executivului,   înalţi   conducători   ai administraţiei publice, conducători şi funcţionari superiori","Membrii  corpului  legislativ,  ai  executivului,  înalţii  conducători  ai  administraţiei publice,  conducătorii  şi  funcţionarii superiori  din  unităţile  economico-sociale  şi politice  planifică,  conduc,  coordonează  şi  evaluează  activităţile  generale  ale întreprinderilor,  guvernelor  şi  ale  altor  organizaţii  sau  unităţi  organizaţionale  în cadrul acestora şi de asemenea formulează şi revizuiesc politicile, legile, regulile şi reglementările în vigoare.",11,"Legislatori,  membri  ai  executivului  şi  înalţi  conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice formulează  şi  revizuiesc  politicile  şi  planifică,  coordonează  direct  şi  evaluează activităţile   generale   ale   autorităţilor   (instituţiilor),   guvernelor   şi  ale  altor organizaţii, cu sprijinul altor manageri/administratori.",111,"Legislatori,  membri  ai  executivului  şi  înalţi conducători  ai  administraţiei publice","Legislatorii,  membrii  executivului  şi  înalţii  conducători  ai  administraţiei  publice stabilesc,   formulează,   recomandă   şi   coordonează   implementarea   politicilor naţionale, regionale sau locale ale Guvernului ori ale comunităţilor precum şi ale organizaţiilor specializate. Aceştia determină, ratifică, modifică sau abrogă legile, regulile  publice  şi  reglementările  şi  planifică,  organizează,  coordonează  direct  şi evaluează activităţile  generale  ale  departamentelor  şi  agenţiilor  guvernamentale, comunităţilor tradiţionale şi ale organizaţiilor specializate.",1111,"Legislatori, membri ai executivului","Legislatorii  şi  membrii  executivului  stabilesc,  formulează  şi  coordonează  direct implementarea  politicilor  naţionale,  regionale  sau  locale  ale  Guvernului  şi  ale agenţiilor  guvernamentale  internaţionale  şi  determină,  ratifică,  modifică  sau abrogă legile, regulile şi reglementările publice. Dintre aceştia fac parte membrii aleşi sau nealeşi ai parlamentelor, consiliilor şi guvernelor.",111110,preşedinte Înalta Curte de Casaţie şi Justiţie
